trimestre,canalAcesso,produto,acessoATM,qtdTransacoes,valorTransacoes
20242,Telefone Celular,Outras não Financeiras,Não aplicável,4213342758,0
20242,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6189989,4903693875
20242,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2517,11891
20242,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,30648989,"33937852209,28"
20242,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,162330946,"90624041575,56"
20242,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,320176205,"1013799328109,42"
20242,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1421331589,0
20242,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,9601259,"22739942514,55"
20242,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,373667,"1157073393,96"
20242,Agências,Empréstimos e Financiamentos,Não aplicável,162488087,"577429984305,67"
20242,ATM,Boletos e Convênios,ATM/Acesso restrito,20485133,"16119652149,27"
20242,Correspondentes no País,Boletos e Convênios,Não aplicável,228520959,"95355459364,72"
20242,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,51916945,"58284143742,46"
20242,Internet Banking,Outras Financeiras,Não aplicável,563600993,"1747394538568,05"
20242,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,5957053,0
20242,Posto de Atendimento Cooperativo,Pix,Não aplicável,58,"80110701,48"
20242,Posto de Atendimento Cooperativo,Depósito,Não aplicável,30424612,"22159840949,25"
20242,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,412984,"447583725,52"
20242,Correspondentes no País,Depósito,Não aplicável,93828271,"68658719136,96"
20242,ATM,Outras Financeiras,ATM/Acesso restrito,1094736,"7237264024,51"
20242,Agências,Pix,Não aplicável,73924682,"21937195026,06"
20242,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,147117,"13855146065,58"
20242,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,105463,"227600292,04"
20242,Correspondentes no País,Outras não Financeiras,Não aplicável,775662,0
20242,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,754699,"28087091760,77"
20242,Centrais de Atendimento,Outras não Financeiras,Não aplicável,13504215,0
20242,ATM,Outras não Financeiras,ATM/Acesso restrito,83750081,0
20242,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,9272629,"5734043733,62"
20242,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,657,"11637859,31"
20242,Agências,Boletos e Convênios,Não aplicável,41668392,"117342711702,7"
20242,Agências,Outras Financeiras,Não aplicável,163815355,"3751204443505,19"
20242,Correspondentes no País,Outras Financeiras,Não aplicável,305191,"293862955,26"
20242,Telefone Celular,Pix,Não aplicável,13462511980,"3226106346402,14"
20242,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,502815,"1691343593,99"
20242,Internet Banking,Outras não Financeiras,Não aplicável,1201441410,0
20242,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,56619027,0
20242,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,444064,"30928290226,47"
20242,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,723869,"17783250572,33"
20242,Telefone Celular,Boletos e Convênios,Não aplicável,964204660,"738075567356,92"
20242,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6640156,"4449953056,85"
20242,Correspondentes no País,Pix,Não aplicável,157563,"453918756,92"
20242,Agências,Ordem de Transferência de Crédito,Não aplicável,60099919,"3021143987865,83"
20242,Posto de Atendimento Cooperativo,Saque,Não aplicável,73718798,"20069481988,23"
20242,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,132835957,0
20242,Telefone Celular,Saques via Pix,Não aplicável,2898787,"669321463,59"
20242,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,20239,0
20242,ATM,Saque,ATM/Acesso aberto/Cartão próprio,72726525,"46816612607,42"
20242,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,83822431,0
20242,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,27438219831,0
20242,Telefone Celular,Outras Financeiras,Não aplicável,578796778,"241925498718,02"
20242,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,198825993,"6480595499340,57"
20242,Centrais de Atendimento,Boletos e Convênios,Não aplicável,37122,"47527150,46"
20242,ATM,Saque,ATM/Acesso restrito,205969048,"145269392037,72"
20242,Centrais de Atendimento,Outras Financeiras,Não aplicável,385604,"143887207624,63"
20242,Agências,Depósito,Não aplicável,31329644,"2411982539051,97"
20242,Agências,Saque,Não aplicável,34720307,"230373322335,78"
20242,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,235962038,"80335890136,38"
20242,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,284438,"5838128982,54"
20243,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,140652,"14808491734,69"
20243,Correspondentes no País,Boletos e Convênios,Não aplicável,227532843,"99579560026,11"
20243,ATM,Saque,ATM/Acesso aberto/Cartão próprio,67741013,"43099077585,9"
20243,Agências,Saque,Não aplicável,32230801,"189007274149,22"
20243,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2598879,"4376123141,61"
20243,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,5160784,0
20243,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2372,28623
20243,Internet Banking,Outras Financeiras,Não aplicável,597975549,"1781694904575,49"
20243,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,755747,"28915561795,22"
20243,ATM,Saque,ATM/Acesso restrito,194202146,"133927559510,04"
20243,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,222677190,"75178132893,66"
20243,Telefone Celular,Pix,Não aplicável,14463003171,3510064436054
20243,Telefone Celular,Saques via Pix,Não aplicável,3307804,"845345494,42"
20243,Internet Banking,Outras não Financeiras,Não aplicável,1216695596,0
20243,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,160152187,0
20243,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,706,"12975999,16"
20243,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,77991266,0
20243,Internet Banking,Saques via Pix,Não aplicável,41,"12727,88"
20243,Centrais de Atendimento,Outras Financeiras,Não aplicável,370766,"127046305823,6"
20243,Correspondentes no País,Pix,Não aplicável,72614,"200637525,7"
20243,ATM,Outras Financeiras,ATM/Acesso restrito,1164755,"5373865931,78"
20243,Internet Banking,Empréstimos e Financiamentos,Não aplicável,44996697,"131816967222,57"
20243,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,14035629,0
20243,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,128243425,0
20243,Agências,Boletos e Convênios,Não aplicável,43465521,103249788301
20243,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,26849916985,0
20243,Posto de Atendimento Cooperativo,Depósito,Não aplicável,32114366,"22691849514,53"
20243,Correspondentes no País,Outras não Financeiras,Não aplicável,750358,0
20243,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,99232,"221796491,12"
20243,Agências,Pix,Não aplicável,89301407,"24623506769,39"
20243,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,154027557,"96945638541,92"
20243,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6469150,5054901567
20243,ATM,Depósito,ATM/Acesso restrito,72077078,"73868642065,32"
20243,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,195017656,"6727316865984,9"
20243,Correspondentes no País,Saque,Não aplicável,108703548,"70601331199,98"
20243,Internet Banking,Pix,Não aplicável,441918331,"1808190071511,64"
20243,ATM,Outras não Financeiras,ATM/Acesso restrito,77332186,0
20243,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,29659202,"32583335605,24"
20243,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,383137,"415080354,02"
20243,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,482187,"1137898621,64"
20243,Agências,Outras Financeiras,Não aplicável,167120916,"4209731620032,75"
20243,Posto de Atendimento Cooperativo,Pix,Não aplicável,78,"22422402,8"
20243,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,8820413,"22358422867,2"
20243,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,391235379,"1042176770612,03"
20243,Telefone Celular,Outras Financeiras,Não aplicável,669518956,"269059571817,98"
20243,Agências,Ordem de Transferência de Crédito,Não aplicável,56865765,"3296038792629,61"
20243,Agências,Empréstimos e Financiamentos,Não aplicável,160511645,"595507915326,55"
20243,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1440142,515523073
20243,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,430266,"32384605998,19"
20243,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,697489,"20656214244,73"
20243,Posto de Atendimento Cooperativo,Saque,Não aplicável,80804110,"22255699721,63"
20243,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,8378873,"5220403702,62"
20243,Centrais de Atendimento,Outras não Financeiras,Não aplicável,11875075,0
20243,ATM,Boletos e Convênios,ATM/Acesso restrito,18696477,"15050723806,21"
20243,Agências,Depósito,Não aplicável,30502969,"2687561956558,39"
20243,Correspondentes no País,Outras Financeiras,Não aplicável,295220,"288355715,69"
20243,Agências,Outras não Financeiras,Não aplicável,53783994,0
20243,Internet Banking,Boletos e Convênios,Não aplicável,371525141,"1171963598001,61"
20243,Agências,Consulta Saldo/Extrato,Não aplicável,116150324,0
20243,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,17532,0
20243,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,426667,"40666676485,51"
20243,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,319338,"6935887727,66"
20243,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1320600056,0
20243,Telefone Celular,Boletos e Convênios,Não aplicável,912851654,"737266652512,76"
20243,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,450809,"1263070640,68"
20243,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,49410398,0
20243,Correspondentes no País,Depósito,Não aplicável,92288726,"67701227875,37"
20243,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,61335904,"101444901008,9"
20243,Telefone Celular,Outras não Financeiras,Não aplicável,4209227143,0
20243,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,54819157,"63343612894,95"
20243,Centrais de Atendimento,Boletos e Convênios,Não aplicável,29119,"39302233,53"
20243,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6402472,"4738028621,42"
20244,ATM,Outras não Financeiras,ATM/Acesso restrito,76038905,0
20244,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6693679,5281601357
20244,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,395692,"35346631943,01"
20244,Agências,Depósito,Não aplicável,29188764,"2715111634933,95"
20244,Internet Banking,Empréstimos e Financiamentos,Não aplicável,44653860,"146697690703,62"
20244,Telefone Celular,Saques via Pix,Não aplicável,3673063,"868988567,61"
20244,Internet Banking,Boletos e Convênios,Não aplicável,362114803,"1204510805618,8"
20244,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,3026,30307
20244,Internet Banking,Saques via Pix,Não aplicável,31,"4725,63"
20244,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6335966,"3757926186,39"
20244,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,4395471,0
20244,ATM,Depósito,ATM/Acesso restrito,68912979,"71984741953,28"
20244,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,332009,"8412443520,69"
20244,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,642,"11860372,55"
20244,Correspondentes no País,Depósito,Não aplicável,88289544,"67324229874,48"
20244,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1285280458,0
20244,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,14066543,0
20244,Agências,Boletos e Convênios,Não aplicável,42994801,"105988596004,33"
20244,Internet Banking,Pix,Não aplicável,344300007,"2039827574462,97"
20244,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,69837435,"85963606384,48"
20244,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,17813,0
20244,ATM,Outras Financeiras,ATM/Acesso restrito,1207952,"5535014269,13"
20244,Correspondentes no País,Outras não Financeiras,Não aplicável,667080,0
20244,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,609514,"18721918552,26"
20244,Posto de Atendimento Cooperativo,Saque,Não aplicável,87670851,"23661227078,06"
20244,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,55490688,"66051166317,07"
20244,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,27538608653,0
20244,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1558161,"580164861,5"
20244,Telefone Celular,Outras Financeiras,Não aplicável,541266906,"277551119273,64"
20244,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,28685963,"32008198106,73"
20244,Internet Banking,Outras não Financeiras,Não aplicável,1235264030,0
20244,Telefone Celular,Boletos e Convênios,Não aplicável,878759032,"742604977626,45"
20244,Telefone Celular,Outras não Financeiras,Não aplicável,4345858175,0
20244,ATM,Boletos e Convênios,ATM/Acesso restrito,17091086,"14186937518,01"
20244,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,223237977,"78063103638,66"
20244,Correspondentes no País,Outras Financeiras,Não aplicável,285847,"312023068,82"
20244,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,216947982,"6768580767700,58"
20244,Centrais de Atendimento,Outras não Financeiras,Não aplicável,11041389,0
20244,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,393059,"432268860,96"
20244,Centrais de Atendimento,Outras Financeiras,Não aplicável,338465,"202285547913,31"
20244,Agências,Pix,Não aplicável,109819496,"25386123622,87"
20244,Agências,Saque,Não aplicável,32387807,"188937717087,71"
20244,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,91501,"179622172,2"
20244,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,7668029,"4873511531,57"
20244,Posto de Atendimento Cooperativo,Pix,Não aplicável,236,"88405336,91"
20244,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,729304,"31589383149,94"
20244,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,80683456,0
20244,Internet Banking,Outras Financeiras,Não aplicável,600651381,"1796169599207,86"
20244,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,8837149,"21306254502,4"
20244,Telefone Celular,Pix,Não aplicável,15632731153,"3703676674956,26"
20244,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2508262,"4224818699,9"
20244,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,30041887,0
20244,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,336844775,"839562698982,35"
20244,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,138358,"5788395234,64"
20244,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,156386133,0
20244,Correspondentes no País,Boletos e Convênios,Não aplicável,216687317,"94858835586,78"
20244,Agências,Empréstimos e Financiamentos,Não aplicável,159013544,"623673548487,19"
20244,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,381520,"1022801412,5"
20244,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,415291,"29186445480,12"
20244,Agências,Outras Financeiras,Não aplicável,174472628,"4340827952280,17"
20244,Agências,Ordem de Transferência de Crédito,Não aplicável,57036475,"3386282268330,85"
20244,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,157075826,"100130325410,29"
20244,Correspondentes no País,Saque,Não aplicável,104815987,"69128752865,95"
20244,Posto de Atendimento Cooperativo,Depósito,Não aplicável,34689924,"23536339748,63"
20244,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,502312,"1592720681,84"
20244,ATM,Saque,ATM/Acesso aberto/Cartão próprio,64227635,"42525424932,87"
20244,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,130108801,0
20244,ATM,Saque,ATM/Acesso restrito,194296988,"135749328360,26"
20244,Agências,Outras não Financeiras,Não aplicável,49785788,0
20244,Centrais de Atendimento,Boletos e Convênios,Não aplicável,24183,"28758369,46"
20244,Agências,Consulta Saldo/Extrato,Não aplicável,105535820,0
20251,Centrais de Atendimento,Boletos e Convênios,Não aplicável,19906,24530123
20251,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,7659754,"19038915233,31"
20251,Internet Banking,Empréstimos e Financiamentos,Não aplicável,42286165,"147219877681,55"
20251,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2831,18083
20251,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,696706,"26851440803,83"
20251,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,338111402,"998800089164,6"
20251,Agências,Saque,Não aplicável,27367933,"166677552416,12"
20251,Agências,Outras não Financeiras,Não aplicável,46766106,0
20251,ATM,Outras Financeiras,ATM/Acesso restrito,1113387,"5346581995,47"
20251,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,257793,"7407519029,61"
20251,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,10384488,0
20251,Telefone Celular,Saques via Pix,Não aplicável,3570196,"1018018688,7"
20251,Posto de Atendimento Cooperativo,Pix,Não aplicável,164,"84008782,88"
20251,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,1781640,"182154833983,73"
20251,ATM,Depósito,ATM/Acesso restrito,67132779,"67938804441,11"
20251,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1078236414,0
20251,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,124855701,0
20251,Agências,Depósito,Não aplicável,26673732,"2660177951221,47"
20251,Agências,Boletos e Convênios,Não aplicável,45965933,"107003042997,99"
20251,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,296648,"998953183,15"
20251,Internet Banking,Pix,Não aplicável,265396313,"1959103567989,89"
20251,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1405996,543311327
20251,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,3563037,0
20251,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2294501,"3767419860,28"
20251,Agências,Pix,Não aplicável,115839501,"25420762253,04"
20251,Telefone Celular,Boletos e Convênios,Não aplicável,854864053,"719627372105,94"
20251,Centrais de Atendimento,Outras Financeiras,Não aplicável,307295,"130407991423,05"
20251,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,388085,"25763825524,09"
20251,Telefone Celular,Outras não Financeiras,Não aplicável,12154310263,0
20251,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,53793072,"64331565623,93"
20251,Correspondentes no País,Boletos e Convênios,Não aplicável,210339726,"92249600629,26"
20251,Agências,Consulta Saldo/Extrato,Não aplicável,104867477,0
20251,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,99603,"187864588,75"
20251,ATM,Saque,ATM/Acesso restrito,174684398,"124374354512,93"
20251,Agências,Empréstimos e Financiamentos,Não aplicável,163031430,"514144434393,94"
20251,Correspondentes no País,Saque,Não aplicável,98341628,"66667920598,66"
20251,Telefone Celular,Outras Financeiras,Não aplicável,367958876,"276161170120,18"
20251,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,76092806,0
20251,Posto de Atendimento Cooperativo,Depósito,Não aplicável,32493903,"20917093924,6"
20251,Internet Banking,Saques via Pix,Não aplicável,44,"28332,74"
20251,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,24263158070,0
20251,Telefone Celular,Pix,Não aplicável,15198540436,"3636357733514,89"
20251,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,82023374,"78016892108,41"
20251,Agências,Ordem de Transferência de Crédito,Não aplicável,53287488,"3042957881560,14"
20251,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,205514980,72372095371
20251,Correspondentes no País,Outras não Financeiras,Não aplicável,689904,0
20251,Internet Banking,Boletos e Convênios,Não aplicável,329922650,"1289293124428,22"
20251,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,27935274,"32401392168,78"
20251,Posto de Atendimento Cooperativo,Saque,Não aplicável,83596990,"22367624138,97"
20251,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,158503545,"115781853750,64"
20251,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,139735,"5591258350,83"
20251,Internet Banking,Outras não Financeiras,Não aplicável,1173212401,"21311,15"
20251,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,527,"7883089,37"
20251,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,89996,"114598934,23"
20251,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,144025556,0
20251,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,318102,"7357458195,2"
20251,Agências,Outras Financeiras,Não aplicável,207104325,"4103534734122,34"
20251,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,17168,0
20251,ATM,Pix,ATM/Acesso restrito,8,6145
20251,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,7699543,"5002996522,02"
20251,ATM,Outras não Financeiras,ATM/Acesso restrito,71704413,0
20251,Correspondentes no País,Depósito,Não aplicável,80529473,"60840646822,22"
20251,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,185852314,"6198567816471,41"
20251,Correspondentes no País,Outras Financeiras,Não aplicável,412327,"803721848,69"
20251,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,13783660,0
20251,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,436221,"950414263,34"
20251,ATM,Saque,ATM/Acesso aberto/Cartão próprio,64018053,"42127165454,96"
20251,Centrais de Atendimento,Outras não Financeiras,Não aplicável,10563122,0
20251,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6829141,"4271715350,27"
20251,Internet Banking,Outras Financeiras,Não aplicável,548572491,"1652083483407,17"
20251,ATM,Boletos e Convênios,ATM/Acesso restrito,17594859,"14698161130,37"
20251,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,6516323,4962362746
20252,Telefone Celular,Outras Financeiras,Não aplicável,344328744,"331594560440,25"
20252,Telefone Celular,Saques via Pix,Não aplicável,4069251,"1199576433,95"
20252,Internet Banking,Boletos e Convênios,Não aplicável,327883668,"1371715183834,36"
20252,Centrais de Atendimento,Pix,Não aplicável,119,"397014,49"
20252,Correspondentes no País,Outras não Financeiras,Não aplicável,590031,0
20252,Internet Banking,Saques via Pix,Não aplicável,43,"16090,78"
20252,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,7160389,"5387548958,87"
20252,Telefone Celular,Pix,Não aplicável,16822797641,"3937080625544,02"
20252,Posto de Atendimento Cooperativo,Pix,Não aplicável,135,"115690302,36"
20252,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,16875,0
20252,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,172425,"8470606371,07"
20252,Posto de Atendimento Cooperativo,Depósito,Não aplicável,36740980,"24258678303,2"
20252,Agências,Outras não Financeiras,Não aplicável,39600947,0
20252,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,341029,"526683729,58"
20252,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,186180457,"6382248778339,76"
20252,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,378806,"997597664,99"
20252,ATM,Outras não Financeiras,ATM/Acesso restrito,65516744,0
20252,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,633943,"25882961882,62"
20252,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,1341562,"130919235550,82"
20252,ATM,Boletos e Convênios,ATM/Acesso restrito,15729842,"13270710485,6"
20252,ATM,Depósito,ATM/Acesso restrito,67319200,"68010030703,48"
20252,Centrais de Atendimento,Outras Financeiras,Não aplicável,324020,"153580405155,26"
20252,Agências,Boletos e Convênios,Não aplicável,43306103,"114602883462,01"
20252,ATM,Outras Financeiras,ATM/Acesso restrito,1110509,"4046070279,93"
20252,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,126348585,0
20252,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,9815171,0
20252,Agências,Empréstimos e Financiamentos,Não aplicável,162733560,548969078822
20252,Agências,Pix,Não aplicável,121245963,"24001174970,47"
20252,ATM,Saques via Pix,ATM/Acesso restrito,335,323800
20252,Correspondentes no País,Saque,Não aplicável,100422014,"71096278213,19"
20252,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,138275124,0
20252,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,73886233,0
20252,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,27963,"41008038,27"
20252,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1068981788,0
20252,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1536034,604962985
20252,Correspondentes no País,Depósito,Não aplicável,86195263,"68238659811,98"
20252,Telefone Celular,Outras não Financeiras,Não aplicável,14739371419,0
20252,Agências,Outras Financeiras,Não aplicável,242357743,"4048137981726,25"
20252,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,378852,"30344057593,31"
20252,Agências,Depósito,Não aplicável,26160655,"2570704778607,09"
20252,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,7851354,"19750492630,53"
20252,Internet Banking,Pix,Não aplicável,274299680,"2202594628748,74"
20252,ATM,Saque,ATM/Acesso aberto/Cartão próprio,60366094,"42574097161,6"
20252,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,27659711,"32256446611,19"
20252,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6337486,"2621371939,79"
20252,Telefone Celular,Boletos e Convênios,Não aplicável,846509545,"710616883806,39"
20252,Centrais de Atendimento,Boletos e Convênios,Não aplicável,14681,"18148570,66"
20252,Agências,Saque,Não aplicável,26837700,"183715425652,5"
20252,Agências,Consulta Saldo/Extrato,Não aplicável,113531718,0
20252,Internet Banking,Outras Financeiras,Não aplicável,612648698,"1702688209998,78"
20252,ATM,Saque,ATM/Acesso restrito,179858425,"134597880854,65"
20252,Correspondentes no País,Boletos e Convênios,Não aplicável,206500870,"85414813377,83"
20252,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,155345435,"122390968567,33"
20252,Internet Banking,Empréstimos e Financiamentos,Não aplicável,36500501,"138461744873,79"
20252,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,56586608,"69185939262,25"
20252,Internet Banking,Outras não Financeiras,Não aplicável,1083394117,0
20252,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,360034861,"821069473056,75"
20252,Centrais de Atendimento,Outras não Financeiras,Não aplicável,10706952,0
20252,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2851,"6730,5"
20252,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,90299,"125105853,24"
20252,Posto de Atendimento Cooperativo,Saque,Não aplicável,88989356,"23631041603,47"
